시장,종목코드,종목명,데이터상태,데이터출처,매출,영업이익,순이익,자산,부채,자본,오류,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
미국주식,SNDK,SanDisk,정상,Finnhub,-,-,-,-,-,-,,1478.69,1478.69,"$1,478.69",1478.69,"$1,478.69",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NBIS,Nebius,정상,Finnhub,-,-,-,-,-,-,,214.77,214.77,$214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,CRCL,Circle,정상,Finnhub,-,-,-,-,-,-,,113.12,113.12,$113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,BMNR,BMNR,정상,Finnhub,-,-,-,-,-,-,,18.88,18.88,$18.88,18.88,$18.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NVDA,NVIDIA,정상,Finnhub,-,-,-,-,-,-,,215.33,215.33,$215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,GOOGL,Alphabet,정상,Finnhub,-,-,-,-,-,-,,382.97,382.97,$382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,MSFT,Microsoft,정상,Finnhub,-,-,-,-,-,-,,418.57,418.57,$418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AAPL,Apple,정상,Finnhub,-,-,-,-,-,-,,308.82,308.82,$308.82,308.82,$308.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AMZN,Amazon,정상,Finnhub,-,-,-,-,-,-,,266.32,266.32,$266.32,266.32,$266.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
