시장,종목코드,종목명,분류,신뢰도점수,데이터충분도,핵심근거,주의점,다음행동,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
미국주식,SNDK,SanDisk,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,1478.69,1478.69,"$1,478.69",1478.69,"$1,478.69",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NBIS,Nebius,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,214.77,214.77,$214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,CRCL,Circle,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,113.12,113.12,$113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,BMNR,BMNR,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,18.88,18.88,$18.88,18.88,$18.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NVDA,NVIDIA,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,215.33,215.33,$215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,GOOGL,Alphabet,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,382.97,382.97,$382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,MSFT,Microsoft,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,418.57,418.57,$418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AAPL,Apple,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,308.82,308.82,$308.82,308.82,$308.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AMZN,Amazon,기업분석,60.0,낮음,일부 데이터 기준 확인,장중 현재가와 거래량 확인,기준가 근처 여부 확인,266.32,266.32,$266.32,266.32,$266.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
